id_emp,codigo,protocolo,empreendimento,tipo,situacao,potencia_mw,rio,municipio,lat_barragem,lon_barragem,lat_casa_forca,lon_casa_forca,lat_barragem_original,lon_barragem_original,lat_barragem_conferida,lon_barragem_conferida,coordenada_status,status_barragem,status_casa_forca,fase_verificada,grau_confianca,observacao,data_conferencia,origem_conferencia,prioridade_siga,siga_fase,siga_nome,chave_local
905,00.605-1,154991778,CGH TIGRE AZUL,CGH,ARQUIVADO,1.1,DO POÇO,GOIOXIM / GUARAPUAVA,-25.307871,-51.928955,,-51.924798,-25.307871,-51.928955,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Tigre Azul: lavoura com rede de drenagem dendrítica florestada natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-25.3079,-51.929"
906,00.606-1,189988249,CGH TIGRE PRETO,CGH,DEFERIDO,1,DO POÇO,GOIOXIM / GUARAPUAVA,-25.30347,-51.936102,-25.301931,-51.937689,-25.30347,-51.936102,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Tigre Preto: lavoura com manchas de mata/drenagem natural e estrada de terra, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,propagado:#908,3,,,"-25.3035,-51.9361"
907,00.970-1,223908390,CGH TIGRE PRETO,CGH,PROTOCOLADO,1,DO POÇO,GOIOXIM / GUARAPUAVA,-25.30347,-51.936102,-25.301931,-51.937689,-25.30347,-51.936102,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Tigre Preto: lavoura com manchas de mata/drenagem natural e estrada de terra, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,propagado:#908,3,,,"-25.3035,-51.9361"
908,00.848-1,157629034,CGH TIGRE PRETO,CGH,ARQUIVADO,1.4,DO POÇO,GOIOXIM / GUARAPUAVA,-25.30347,-51.936102,,-51.936102,-25.30347,-51.936102,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Tigre Preto: lavoura com manchas de mata/drenagem natural e estrada de terra, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-25.3035,-51.9361"
909,00.872-1,220153657,CGH TIO DAIA,CGH,PROTOCOLADO,2.9,LAJEADO GRANDE,RESERVA DO IGUAÇU,-25.793132,-52.011111,,,-25.793132,-52.011111,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Tio Daia: vale densamente florestado com rio natural/corredeiras, sem barragem. Não construída.",2026-06-21,direta,3,,,"-25.7931,-52.0111"
910,00.971-1,137626357,CGH TORRE DE PEDRA,CGH,ARQUIVADO,3,FORTALEZA,TIBAGI / VENTANIA,-24.425752,-50.230444,,-50.230444,-24.425752,-50.230444,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Torre de Pedra: rio natural com corredeiras (água turbulenta no marcador) em pasto, sem barragem. Não construída.",2026-06-21,direta,3,,,"-24.4258,-50.2304"
911,00.972-1,209803259,CGH TRÊS CACHOEIRAS,CGH,PROTOCOLADO,1,BOM,MARILANDIA DO SUL,-23.786767,-51.302779,-23.782323,-51.309261,-23.786767,-51.302779,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Três Cachoeiras: vale florestado com drenagem natural, lavoura/pasto e aviários, sem barragem/reservatório/casa de força (toponímia de cachoeiras naturais). Não construída.",2026-06-21,direta,3,,,"-23.7868,-51.3028"
912,00.607-1,83438932,CGH TRÊS CAPÕES,CGH,DEFERIDO,1.3,JORDÃO,GUARAPUAVA,-25.463537,-51.660779,,-51.662808,-25.464612,-51.662808,-25.463537,-51.660779,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,"PCH Três Capões Novo: etiqueta GEP 'CGH Três Capões Novo' no marcador (Rio Jordão, em operação, ANEEL). Casa de força a pinar.",2026-06-21,propagado:#1472,0,Operação,Três Capões Novo,"-25.4646,-51.6628"
913,,96192983,CGH TRÊS CAPÕES,CGH,DEFERIDO,1.3,JORDÃO,GUARAPUAVA,-25.463537,-51.660779,,-51.662808,-25.464612,-51.662808,-25.463537,-51.660779,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,"PCH Três Capões Novo: etiqueta GEP 'CGH Três Capões Novo' no marcador (Rio Jordão, em operação, ANEEL). Casa de força a pinar.",2026-06-21,propagado:#1472,0,Operação,Três Capões Novo,"-25.4646,-51.6628"
914,00.973-1,78822970,CGH TRÊS CAPÕES,CGH,DEFERIDO,1.3,JORDÃO,GUARAPUAVA,-25.463537,-51.660779,,-51.662808,-25.464612,-51.662808,-25.463537,-51.660779,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,"PCH Três Capões Novo: etiqueta GEP 'CGH Três Capões Novo' no marcador (Rio Jordão, em operação, ANEEL). Casa de força a pinar.",2026-06-21,propagado:#1472,0,Operação,Três Capões Novo,"-25.4646,-51.6628"
915,,154261958,CGH TRÊS CAPÕES,CGH,DEFERIDO,1.3,JORDÃO,GUARAPUAVA,-25.463537,-51.660779,,-51.662808,-25.464612,-51.662808,-25.463537,-51.660779,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,"PCH Três Capões Novo: etiqueta GEP 'CGH Três Capões Novo' no marcador (Rio Jordão, em operação, ANEEL). Casa de força a pinar.",2026-06-21,propagado:#1472,0,Operação,Três Capões Novo,"-25.4646,-51.6628"
916,00.608-1,186072057,CGH TRÊS PALMEIRAS,CGH,DEFERIDO,1.5,TRÊS PALMEIRAS,CANDÓI,-25.53988,-52.218036,-25.540246,-52.220787,-25.53988,-52.218036,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Três Palmeiras: vale densamente florestado com curso d'água/drenagem natural e estrada de terra, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-25.5399,-52.218"
917,00.866-1,203212712,CGH TRÊS PALMEIRAS,CGH,PROTOCOLADO,1.5,TRÊS PALMEIRAS,CANDÓI,-25.53988,-52.218036,-25.540246,-52.220787,-25.53988,-52.218036,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Três Palmeiras: vale densamente florestado com curso d'água/drenagem natural e estrada de terra, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,propagado:#916,3,,,"-25.5399,-52.218"
918,00.609-1,158249766,CGH TRÊS PEDRAS,MGH,DEFERIDO,0.3,DOS PATOS,PRUDENTÓPOLIS,-25.204633,-50.943082,,-50.943082,-25.204633,-50.943082,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,CGH Três Pedras: marcador junto à rodovia/terreno agrícola; rio dos Patos meândrico ao sul sem barragem. Não construída.,2026-06-21,direta,3,,,"-25.2046,-50.9431"
919,,188286844,CGH TRICOLOR,CGH,DEFERIDO,1.4,TRICOLOR,MAMBORÊ / NOVA CANTU,-24.500674,-52.614566,-24.589241,-52.939049,-24.500674,-52.614566,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Tricolor: lavoura de contorno com vale florestado/drenagem natural (Rio Tricolor), sem barragem/reservatório. Coord cf da base inconsistente (~35km). Não construída.",2026-06-21,direta,3,,,"-24.5007,-52.6146"
920,00.974-1,183176706,CGH TRICOLOR VI,CGH,DEFERIDO,2,TRICOLOR,CAMPINA DA LAGOA / UBIRATÃ,-24.586423,-52.93627,-24.589188,-52.939052,-24.586423,-52.93627,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Tricolor VI: mesmo ponto do #924 Ubirata — rio meândrico natural (turvo) em lavoura, sem barragem. Não construída.",2026-06-21,direta,3,,,"-24.5864,-52.9363"
921,00.610-1,52291950,CGH TUNEIRAS II,CGH,ARQUIVADO,2.5,CAPIVARI,BOCAIÚVA DO SUL / COLOMBO,-25.23183,-49.21732,,-49.21732,-25.23183,-49.21732,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Tuneiras II: área de forte disturbância de mineração (terra exposta, estradas de serviço, lagoa de decantação), sem barragem/casa de força hidrelétrica. Não construída (atividade minerária).",2026-06-21,direta,3,,,"-25.2318,-49.2173"
922,00.975-1,187818443,CGH TURVO,CGH,DEFERIDO,2.15,CACHOEIRA,TURVO,-25.005261,-51.476809,-24.993841,-51.4783,-25.005261,-51.476809,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Turvo: terreno agrícola/florestal com drenagem natural, sem barragem. Não construída.",2026-06-21,direta,3,,,"-25.0053,-51.4768"
923,00.843-1,207037931,CGH TURVO,CGH,DEFERIDO,2.15,CACHOEIRA,TURVO,-25.005261,-51.476809,-24.993841,-51.4783,-25.005261,-51.476809,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Turvo: terreno agrícola/florestal com drenagem natural, sem barragem. Não construída.",2026-06-21,propagado:#922,3,,,"-25.0053,-51.4768"
924,00.976-1,182569623,CGH UBIRATA,CGH,DEFERIDO,3.2,TRICOLOR,CAMPINA DA LAGOA / UBIRATÃ,-24.585847,-52.937544,-24.588656,-52.939436,-24.585847,-52.937544,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Ubirata: rio meândrico natural (turvo, fluxo livre) em vale agrícola, sem barragem. Não construída.",2026-06-21,direta,3,,,"-24.5858,-52.9375"
925,,199935623,CGH UBIRATA,CGH,EM ANALISE,3.2,TRICOLOR,CAMPINA DA LAGOA / UBIRATÃ,-24.585847,-52.937544,-24.588656,-52.939436,-24.585847,-52.937544,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Ubirata: rio meândrico natural (turvo, fluxo livre) em vale agrícola, sem barragem. Não construída.",2026-06-21,propagado:#924,3,,,"-24.5858,-52.9375"
926,00.977-1,180758364,CGH UNIÃO,CGH,DEFERIDO,1.25,RIBEIRÃO AZUL,CAMPINA DA LAGOA,-24.687672,-52.814312,-24.696151,-52.817232,-24.687672,-52.814312,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH União: terreno florestado/pasto com vale/drenagem natural e pequena propriedade, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-24.6877,-52.8143"
927,,142689090,CGH USINA DE BAIXO,MGH,DEFERIDO,0.45,MARMELEIRO,MARMELEIRO,-26.133313,-53.025205,,-53.02529,-26.133313,-53.025205,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"CGH Névio Úrio / Usina de Baixo (2ª passada, DOCUMENTAL): Rio Marmeleiro/Marmeleiro — com Licença de Operação de regularização nº 35.040; operando. Pendente→Validado. [propagado de #539, mesma usina/chave_local]",2026-06-26,direta,0,Operação,do Park,"-26.1333,-53.0252"
928,,142689260,CGH USINA DE CIMA,MGH,ARQUIVADO,0.18,MARMELEIRO,MARMELEIRO,-26.147296,-53.015376,,-53.115461,-26.147296,-53.015376,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. MGH Usina de Cima (Rio Marmeleiro, Marmeleiro; SIGA 'de Cima').",2026-06-26,direta,0,Operação,de Cima,"-26.1473,-53.0154"
929,,77783349,CGH USINA DE CIMA,MGH,INDEFERIDO,0.18,MARMELEIRO,MARMELEIRO ,-26.147296,-53.015376,,-53.115461,-26.147296,-53.015376,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. MGH Usina de Cima (Rio Marmeleiro, Marmeleiro; SIGA 'de Cima'). [propagado de #928, mesma usina/chave_local]",2026-06-26,direta,0,Operação,de Cima,"-26.1473,-53.0154"
930,,195145172,CGH USINA DE CIMA (SANFRANCESCO),CGH,EM ANALISE,0.5,MARMELEIRO,MARMELEIRO,-26.133313,-53.025205,,,-26.133313,-53.025205,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"CGH Névio Úrio / Usina de Baixo (2ª passada, DOCUMENTAL): Rio Marmeleiro/Marmeleiro — com Licença de Operação de regularização nº 35.040; operando. Pendente→Validado. [propagado de #539, mesma usina/chave_local]",2026-06-26,direta,0,Operação,do Park,"-26.1333,-53.0252"
931,,135841889,CGH USINA VELHA,CGH,DEFERIDO,1,CAPIVARI,JAGUARIAÍVA,-24.255147,-49.703051,,-49.703051,-24.255147,-49.703051,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Confirmação DOCUMENTAL (2ª passada): cluster de CGHs em operação no eixo Rio Jaguariaíva/Capivari, Jaguariaíva — operadoras Jaguariaiva Energia SPE / Paraná Geração de Energia (Álamo O&M), energia comercializada no ACL. CGH Jaguariaíva Velha / Usina Velha (Rio Capivari): recapacitada para CGH (~1 MW), em operação no ACL. Pendente→Validado. [propagado de #400, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Velha,"-24.2551,-49.7031"
932,00.611-1,191852532,CGH USINA VELHA,CGH,DEFERIDO,1,CAPIVARI,JAGUARIAÍVA,-24.255147,-49.703051,?,?,-24.255147,-49.703051,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Confirmação DOCUMENTAL (2ª passada): cluster de CGHs em operação no eixo Rio Jaguariaíva/Capivari, Jaguariaíva — operadoras Jaguariaiva Energia SPE / Paraná Geração de Energia (Álamo O&M), energia comercializada no ACL. CGH Jaguariaíva Velha / Usina Velha (Rio Capivari): recapacitada para CGH (~1 MW), em operação no ACL. Pendente→Validado. [propagado de #400, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Velha,"-24.2551,-49.7031"
933,,186468589,CGH VAZÃO DO SANTANA,CGH,EM ANALISE,1.9,CHOPIM,SÃO JOÃO / VERÊ,-25.857644,-52.86576,-25.855661,-52.86616,-25.857644,-52.86576,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Vazão do Santana: rio natural com corredeiras em lavoura/mata, sem barragem. Não construída.",2026-06-21,direta,3,,,"-25.8576,-52.8658"
934,00.978-1,182359530,CGH VEGA,CGH,DEFERIDO,1,ARROIO LIGEIRO,PATO BRANCO,-26.061967,-52.665956,-26.053119,-52.668389,-26.061967,-52.665956,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Vega: lavoura/pasto com fragmentos de mata e vale/drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-26.062,-52.666"
935,,140716995,CGH VEGA,CGH,ARQUIVADO,1,ARROIO LIGEIRO,PATO BRANCO,-26.061967,-52.665955,-26.053119,-52.668389,-26.061967,-52.665955,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Vega: lavoura/pasto com fragmentos de mata e vale/drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,propagado:#934,3,,,"-26.062,-52.666"
936,,210636595,CGH VEGA,CGH,PROTOCOLADO,1,ARROIO LIGEIRO,PATO BRANCO,-26.061967,-52.665956,-26.053119,-52.668389,-26.061967,-52.665956,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Vega: lavoura/pasto com fragmentos de mata e vale/drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,propagado:#934,3,,,"-26.062,-52.666"
937,,191798090,CGH VERA CRUZ,CGH,DEFERIDO,1.5,TRÊS BARRAS,CRUZMALTINA ,-23.899622,-51.440876,-23.896342,-51.446733,-23.899622,-51.440876,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Vera Cruz: terreno de mata/lavoura com vale florestado/drenagem natural (parte em sombra), sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-23.8996,-51.4409"
938,,232067780,CGH VERA CRUZ,CGH,EM ANALISE,1.5,TRÊS BARRAS,CRUZMALTINA ,-23.899622,-51.440876,,,-23.899622,-51.440876,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Vera Cruz: terreno de mata/lavoura com vale florestado/drenagem natural (parte em sombra), sem barragem/reservatório/casa de força. Não construída.",2026-06-21,propagado:#937,3,,,"-23.8996,-51.4409"
939,00.612-1,184323974,CGH VICENTINA,CGH,DEFERIDO,3,ARROIO GUAÇU,MARECHAL CANDIDO RONDON / NOVA SANTA ROSA,-24.422263,-54.085923,-24.419164,-54.094639,-24.422263,-54.085923,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Vicentina: rio meândrico natural em vale agrícola, sem barragem. Não construída.",2026-06-21,direta,3,,,"-24.4223,-54.0859"
940,00.613-1,198580163,CGH VICENTINA,CGH,DEFERIDO,3,ARROIO GUAÇU,MARECHAL CANDIDO RONDON / NOVA SANTA ROSA,-24.422263,-54.085923,-24.419164,-54.094639,-24.422263,-54.085923,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Vicentina: rio meândrico natural em vale agrícola, sem barragem. Não construída.",2026-06-21,propagado:#939,3,,,"-24.4223,-54.0859"
941,00.614-1,180758461,CGH VILA LOBOS,CGH,DEFERIDO,3,MARRECAS,FRANCISCO BELTRÃO,-26.035568,-52.982742,-26.028367,-52.980746,-26.035568,-52.982742,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Vila Lobos: rio meândrico natural em vale agrícola/florestal, sem barragem. Não construída.",2026-06-21,direta,3,,,"-26.0356,-52.9827"
942,,172922341,CGH VILA LOBOS,CGH,ARQUIVADO,3,MARRECAS,FRANCISCO BELTRÃO,-26.035568,-52.982742,-26.028367,-52.980746,-26.035568,-52.982742,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Vila Lobos: rio meândrico natural em vale agrícola/florestal, sem barragem. Não construída.",2026-06-21,propagado:#941,3,,,"-26.0356,-52.9827"
943,00.615-1,188665950,CGH VILA LOBOS,CGH,EM ANALISE,3,MARRECAS,FRANCISCO BELTRÃO,-26.035568,-52.982742,-26.028367,-52.980746,-26.035568,-52.982742,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Vila Lobos: rio meândrico natural em vale agrícola/florestal, sem barragem. Não construída.",2026-06-21,propagado:#941,3,,,"-26.0356,-52.9827"
944,00.616-1,156976156,CGH VILA NOVA,CGH,DEFERIDO,1.2,CÓRREGO VILA NOVA,MANGUEIRINHA,-25.900069,-52.165589,-25.892854,-52.172476,-25.900069,-52.165589,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Vila Nova: paisagem de pequenas propriedades (lavoura/pasto/mata) com vale/drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-25.9001,-52.1656"
945,00.617-1,164210766,CGH VILA NOVA,CGH,DEFERIDO,1.2,CÓRREGO VILA NOVA,MANGUEIRINHA,-25.900069,-52.165589,-25.892854,-52.172476,-25.900069,-52.165589,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Vila Nova: paisagem de pequenas propriedades (lavoura/pasto/mata) com vale/drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,propagado:#944,3,,,"-25.9001,-52.1656"
946,00.618-1,175319042,CGH VILA NOVA,CGH,DEFERIDO,1.2,CÓRREGO VILA NOVA,MANGUEIRINHA,-25.900069,-52.165589,-25.892854,-52.172476,-25.900069,-52.165589,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Vila Nova: paisagem de pequenas propriedades (lavoura/pasto/mata) com vale/drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,propagado:#944,3,,,"-25.9001,-52.1656"
947,00.619-1,177808903,CGH VILA NOVA,CGH,DEFERIDO,1.2,CÓRREGO VILA NOVA,MANGUEIRINHA,-25.900069,-52.165589,-25.892854,-52.172476,-25.900069,-52.165589,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Vila Nova: paisagem de pequenas propriedades (lavoura/pasto/mata) com vale/drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,propagado:#944,3,,,"-25.9001,-52.1656"
